UserAvgRating,AttractionAvgRating,CountrySeason,Attraction,UserVisitCount,VisitYear,AttractionPopularity,CityName,Continent_Africa,Continent_America,Continent_Asia,Continent_Australia & Oceania,Continent_Europe,Rating
5.0,4.267030385693718,466,17,2,2019,13197,2676,0.0,0.0,0.0,0.0,1.0,5
4.142857142857143,4.267030385693718,464,17,7,2020,13197,1246,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,79,17,2,2020,13197,4899,0.0,1.0,0.0,0.0,0.0,5
4.5,4.267030385693718,198,17,2,2019,13197,301,0.0,0.0,1.0,0.0,0.0,4
4.75,4.267030385693718,79,17,8,2020,13197,1387,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,467,17,3,2019,13197,5066,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,464,17,1,2020,13197,4298,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,468,17,1,2020,13197,86,0.0,1.0,0.0,0.0,0.0,4
3.5,4.267030385693718,318,17,2,2020,13197,3515,0.0,0.0,0.0,1.0,0.0,4
3.0,4.267030385693718,464,17,2,2020,13197,2601,0.0,0.0,0.0,0.0,1.0,3
5.0,4.267030385693718,79,17,1,2020,13197,4899,0.0,1.0,0.0,0.0,0.0,5
3.0,4.267030385693718,469,17,3,2019,13197,2359,0.0,1.0,0.0,0.0,0.0,3
2.0,4.267030385693718,465,17,1,2019,13197,503,0.0,0.0,0.0,0.0,1.0,2
5.0,4.267030385693718,464,17,1,2020,13197,1673,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,164,17,1,2020,13197,4460,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,464,17,1,2020,13197,1246,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,468,17,1,2020,13197,3042,0.0,1.0,0.0,0.0,0.0,5
4.333333333333333,4.267030385693718,21,17,3,2020,13197,797,0.0,0.0,0.0,1.0,0.0,5
3.5,4.267030385693718,81,17,2,2020,13197,3096,0.0,1.0,0.0,0.0,0.0,4
5.0,4.267030385693718,468,17,1,2020,13197,3711,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,462,17,1,2020,13197,1424,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,464,17,2,2020,13197,4277,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,468,17,2,2019,13197,3308,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,318,17,1,2020,13197,3309,0.0,0.0,0.0,1.0,0.0,5
4.0,4.267030385693718,155,17,1,2020,13197,4294,0.0,0.0,0.0,0.0,1.0,4
4.0,4.267030385693718,466,17,2,2020,13197,1947,0.0,0.0,0.0,0.0,1.0,5
3.5,4.267030385693718,464,17,2,2020,13197,931,0.0,0.0,0.0,0.0,1.0,4
4.5,4.267030385693718,21,17,4,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,198,17,1,2019,13197,299,0.0,0.0,1.0,0.0,0.0,5
3.0,4.267030385693718,424,17,1,2020,13197,2756,0.0,0.0,0.0,0.0,1.0,3
5.0,4.267030385693718,284,17,1,2020,13197,957,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,318,17,1,2020,13197,233,0.0,0.0,0.0,1.0,0.0,5
4.5,4.267030385693718,464,17,2,2020,13197,1277,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,79,17,4,2020,13197,774,0.0,1.0,0.0,0.0,0.0,4
4.0,4.267030385693718,79,17,1,2020,13197,5275,0.0,1.0,0.0,0.0,0.0,4
4.1,4.267030385693718,197,17,10,2020,13197,4968,0.0,0.0,1.0,0.0,0.0,4
4.0,4.267030385693718,181,17,1,2020,13197,1992,0.0,0.0,1.0,0.0,0.0,4
5.0,4.267030385693718,470,17,1,2020,13197,4729,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,320,17,1,2020,13197,5215,0.0,0.0,0.0,1.0,0.0,5
4.666666666666667,4.267030385693718,197,17,9,2020,13197,4968,0.0,0.0,1.0,0.0,0.0,5
4.071428571428571,4.267030385693718,470,17,14,2020,13197,588,0.0,1.0,0.0,0.0,0.0,4
5.0,4.267030385693718,479,17,1,2020,13197,1970,0.0,0.0,1.0,0.0,0.0,5
4.0,4.267030385693718,366,17,1,2020,13197,1273,0.0,0.0,1.0,0.0,0.0,4
5.0,4.267030385693718,466,17,2,2020,13197,503,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,23,17,1,2020,13197,1191,0.0,0.0,0.0,1.0,0.0,4
5.0,4.267030385693718,23,17,1,2020,13197,1769,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,470,17,1,2020,13197,2578,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,426,17,1,2020,13197,1721,0.0,0.0,0.0,0.0,1.0,5
3.0,4.267030385693718,23,17,2,2020,13197,4695,0.0,0.0,0.0,1.0,0.0,3
5.0,4.267030385693718,466,17,1,2020,13197,3014,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,87,17,2,2020,13197,4250,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,23,17,1,2020,13197,2662,0.0,0.0,0.0,1.0,0.0,5
3.6666666666666665,4.267030385693718,318,17,3,2019,13197,789,0.0,0.0,0.0,1.0,0.0,5
4.0,4.267030385693718,209,17,1,2020,13197,859,0.0,0.0,0.0,0.0,1.0,4
3.8333333333333335,4.267030385693718,466,17,6,2020,13197,2847,0.0,0.0,0.0,0.0,1.0,3
5.0,4.267030385693718,466,17,2,2020,13197,3558,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,63,17,1,2020,13197,4261,0.0,1.0,0.0,0.0,0.0,4
5.0,4.267030385693718,23,17,2,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,23,17,1,2020,13197,2933,0.0,0.0,0.0,1.0,0.0,5
4.5,4.267030385693718,466,17,4,2020,13197,651,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,81,17,1,2020,13197,4899,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,326,17,1,2020,13197,3541,0.0,0.0,0.0,0.0,1.0,5
3.6666666666666665,4.267030385693718,23,17,3,2020,13197,5313,0.0,0.0,0.0,1.0,0.0,3
5.0,4.267030385693718,466,17,1,2020,13197,357,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,466,17,1,2020,13197,2701,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,23,17,1,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
1.25,4.267030385693718,91,17,4,2020,13197,1992,0.0,0.0,1.0,0.0,0.0,1
5.0,4.267030385693718,81,17,2,2020,13197,3096,0.0,1.0,0.0,0.0,0.0,5
4.0,4.267030385693718,466,17,2,2020,13197,3426,0.0,0.0,0.0,0.0,1.0,4
2.0,4.267030385693718,466,17,1,2020,13197,1646,0.0,0.0,0.0,0.0,1.0,2
5.0,4.267030385693718,243,17,1,2020,13197,4029,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,470,17,1,2020,13197,942,0.0,1.0,0.0,0.0,0.0,4
4.666666666666667,4.267030385693718,81,17,3,2020,13197,1735,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,149,17,3,2019,13197,4953,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,282,17,1,2020,13197,3754,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,470,17,1,2020,13197,181,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,470,17,1,2020,13197,2550,0.0,1.0,0.0,0.0,0.0,5
4.75,4.267030385693718,466,17,4,2020,13197,1654,0.0,0.0,0.0,0.0,1.0,5
3.5,4.267030385693718,199,17,2,2020,13197,299,0.0,0.0,1.0,0.0,0.0,2
5.0,4.267030385693718,463,17,1,2019,13197,2701,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,442,17,2,2020,13197,326,0.0,0.0,1.0,0.0,0.0,4
4.666666666666667,4.267030385693718,466,17,3,2020,13197,1784,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,23,17,2,2020,13197,29,0.0,0.0,0.0,1.0,0.0,5
4.5,4.267030385693718,318,17,2,2019,13197,2923,0.0,0.0,0.0,1.0,0.0,4
5.0,4.267030385693718,470,17,1,2020,13197,3308,0.0,1.0,0.0,0.0,0.0,5
3.333333333333333,4.267030385693718,103,17,3,2020,13197,5443,0.0,0.0,0.0,0.0,1.0,3
5.0,4.267030385693718,23,17,1,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
3.0,4.267030385693718,23,17,1,2020,13197,29,0.0,0.0,0.0,1.0,0.0,3
4.0,4.267030385693718,199,17,1,2020,13197,4968,0.0,0.0,1.0,0.0,0.0,4
4.0,4.267030385693718,466,17,1,2020,13197,2701,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,466,17,2,2020,13197,2601,0.0,0.0,0.0,0.0,1.0,5
4.75,4.267030385693718,470,17,4,2020,13197,4999,0.0,1.0,0.0,0.0,0.0,5
4.0,4.267030385693718,195,17,1,2020,13197,94,0.0,0.0,1.0,0.0,0.0,4
5.0,4.267030385693718,466,17,2,2020,13197,2093,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,23,17,6,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,4
4.0,4.267030385693718,23,17,1,2020,13197,243,0.0,0.0,0.0,1.0,0.0,4
3.0,4.267030385693718,23,17,1,2020,13197,4695,0.0,0.0,0.0,1.0,0.0,3
3.0,4.267030385693718,119,17,1,2020,13197,1066,0.0,0.0,0.0,0.0,1.0,3
5.0,4.267030385693718,470,17,1,2020,13197,2293,0.0,1.0,0.0,0.0,0.0,5
3.5,4.267030385693718,466,17,2,2020,13197,2847,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,23,17,2,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
3.5,4.267030385693718,351,17,2,2020,13197,1402,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,199,17,2,2020,13197,2486,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,294,17,1,2020,13197,1505,1.0,0.0,0.0,0.0,0.0,5
3.0,4.267030385693718,23,17,2,2020,13197,403,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,133,17,1,2020,13197,1670,1.0,0.0,0.0,0.0,0.0,5
5.0,4.267030385693718,479,17,1,2020,13197,3332,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,81,17,2,2020,13197,5078,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,466,17,2,2020,13197,2701,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,81,17,1,2020,13197,3096,0.0,1.0,0.0,0.0,0.0,4
3.0,4.267030385693718,195,17,1,2019,13197,434,0.0,0.0,1.0,0.0,0.0,3
5.0,4.267030385693718,264,17,1,2020,13197,2831,0.0,0.0,1.0,0.0,0.0,5
1.0,4.267030385693718,470,17,1,2020,13197,3711,0.0,1.0,0.0,0.0,0.0,1
4.0,4.267030385693718,466,17,2,2020,13197,1342,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,414,17,1,2020,13197,1405,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,81,17,2,2020,13197,5033,0.0,1.0,0.0,0.0,0.0,5
4.0,4.267030385693718,81,17,1,2020,13197,2306,0.0,1.0,0.0,0.0,0.0,4
4.0,4.267030385693718,63,17,2,2020,13197,2845,0.0,1.0,0.0,0.0,0.0,5
4.0,4.267030385693718,195,17,2,2020,13197,923,0.0,0.0,1.0,0.0,0.0,4
5.0,4.267030385693718,23,17,1,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,442,17,2,2020,13197,326,0.0,0.0,1.0,0.0,0.0,5
4.0,4.267030385693718,466,17,4,2020,13197,2701,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,23,17,2,2019,13197,29,0.0,0.0,0.0,1.0,0.0,4
4.0,4.267030385693718,414,17,1,2019,13197,2079,0.0,0.0,0.0,0.0,1.0,4
4.333333333333333,4.267030385693718,23,17,3,2020,13197,1136,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,199,17,2,2019,13197,2486,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,282,17,2,2020,13197,3000,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,23,17,1,2020,13197,4959,0.0,0.0,0.0,1.0,0.0,5
3.0,4.267030385693718,23,17,1,2020,13197,3692,0.0,0.0,0.0,1.0,0.0,3
4.0,4.267030385693718,23,17,1,2020,13197,344,0.0,0.0,0.0,1.0,0.0,4
3.0,4.267030385693718,320,17,1,2020,13197,965,0.0,0.0,0.0,1.0,0.0,3
4.0,4.267030385693718,20,17,1,2019,13197,4695,0.0,0.0,0.0,1.0,0.0,4
5.0,4.267030385693718,394,17,2,2019,13197,4406,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,466,17,1,2020,13197,4300,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,466,17,1,2020,13197,4556,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,466,17,2,2020,13197,503,0.0,0.0,0.0,0.0,1.0,5
3.0,4.267030385693718,406,17,2,2019,13197,2192,1.0,0.0,0.0,0.0,0.0,3
4.0,4.267030385693718,23,17,1,2019,13197,2315,0.0,0.0,0.0,1.0,0.0,4
5.0,4.267030385693718,406,17,1,2020,13197,1339,1.0,0.0,0.0,0.0,0.0,5
4.666666666666667,4.267030385693718,225,17,3,2019,13197,122,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,398,17,1,2019,13197,4431,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,442,17,2,2020,13197,938,0.0,0.0,1.0,0.0,0.0,5
2.0,4.267030385693718,462,17,1,2020,13197,1317,0.0,0.0,1.0,0.0,0.0,2
4.666666666666667,4.267030385693718,463,17,3,2019,13197,2847,0.0,0.0,0.0,0.0,1.0,5
3.5,4.267030385693718,320,17,2,2020,13197,232,0.0,0.0,0.0,1.0,0.0,3
4.0,4.267030385693718,377,17,1,2020,13197,3129,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,426,17,1,2020,13197,3525,0.0,0.0,0.0,0.0,1.0,5
4.75,4.267030385693718,359,17,4,2020,13197,3784,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,23,17,1,2019,13197,2903,0.0,0.0,0.0,1.0,0.0,5
4.0,4.267030385693718,23,17,1,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,4
4.0,4.267030385693718,63,17,2,2020,13197,422,0.0,1.0,0.0,0.0,0.0,4
4.285714285714286,4.267030385693718,466,17,7,2020,13197,2847,0.0,0.0,0.0,0.0,1.0,5
4.75,4.267030385693718,406,17,4,2019,13197,826,1.0,0.0,0.0,0.0,0.0,5
4.0,4.267030385693718,452,17,3,2020,13197,2127,0.0,0.0,1.0,0.0,0.0,5
3.0,4.267030385693718,466,17,2,2020,13197,2653,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,320,17,2,2019,13197,232,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,23,17,1,2020,13197,2963,0.0,0.0,0.0,1.0,0.0,5
4.0,4.267030385693718,222,17,2,2019,13197,3217,0.0,0.0,1.0,0.0,0.0,4
5.0,4.267030385693718,464,17,2,2019,13197,1345,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,217,17,1,2019,13197,748,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,119,17,1,2020,13197,1371,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,470,17,2,2019,13197,5357,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,195,17,2,2020,13197,5019,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,23,17,1,2019,13197,1702,0.0,0.0,0.0,1.0,0.0,5
4.5,4.267030385693718,111,17,4,2019,13197,3338,0.0,0.0,1.0,0.0,0.0,5
4.181818181818182,4.267030385693718,23,17,11,2019,13197,765,0.0,0.0,0.0,1.0,0.0,4
3.0,4.267030385693718,23,17,2,2020,13197,4925,0.0,0.0,0.0,1.0,0.0,3
5.0,4.267030385693718,23,17,1,2019,13197,766,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,466,17,1,2019,13197,932,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,91,17,1,2019,13197,5392,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,81,17,2,2019,13197,5033,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,23,17,4,2019,13197,2859,0.0,0.0,0.0,1.0,0.0,5
4.0,4.267030385693718,199,17,3,2019,13197,299,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,260,17,1,2019,13197,3676,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,23,17,1,2019,13197,655,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,23,17,2,2019,13197,4695,0.0,0.0,0.0,1.0,0.0,5
4.0,4.267030385693718,48,17,1,2019,13197,691,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,91,17,2,2019,13197,1849,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,470,17,1,2019,13197,4562,0.0,1.0,0.0,0.0,0.0,5
3.0,4.267030385693718,23,17,1,2019,13197,2963,0.0,0.0,0.0,1.0,0.0,3
3.0,4.267030385693718,438,17,1,2019,13197,1181,1.0,0.0,0.0,0.0,0.0,3
5.0,4.267030385693718,23,17,2,2019,13197,655,0.0,0.0,0.0,1.0,0.0,5
3.0,4.267030385693718,91,17,1,2019,13197,950,0.0,0.0,1.0,0.0,0.0,3
2.75,4.267030385693718,373,17,4,2019,13197,1324,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,466,17,1,2019,13197,2658,0.0,0.0,0.0,0.0,1.0,5
3.0,4.267030385693718,195,17,2,2019,13197,4849,0.0,0.0,1.0,0.0,0.0,3
4.5,4.267030385693718,27,17,2,2019,13197,5083,0.0,0.0,0.0,0.0,1.0,4
4.0,4.267030385693718,406,17,2,2019,13197,1339,1.0,0.0,0.0,0.0,0.0,4
4.0,4.267030385693718,394,17,2,2019,13197,4406,0.0,0.0,1.0,0.0,0.0,4
5.0,4.267030385693718,479,17,1,2019,13197,1970,0.0,0.0,1.0,0.0,0.0,5
4.0,4.267030385693718,394,17,1,2019,13197,4406,0.0,0.0,1.0,0.0,0.0,4
3.0,4.267030385693718,394,17,1,2019,13197,4406,0.0,0.0,1.0,0.0,0.0,3
4.0,4.267030385693718,23,17,1,2019,13197,4519,0.0,0.0,0.0,1.0,0.0,4
4.0,4.267030385693718,373,17,1,2019,13197,693,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,119,17,1,2019,13197,1066,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,81,17,2,2019,13197,4899,0.0,1.0,0.0,0.0,0.0,5
3.75,4.267030385693718,27,17,4,2019,13197,5083,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,466,17,1,2019,13197,2847,0.0,0.0,0.0,0.0,1.0,5
5.0,4.267030385693718,23,17,1,2019,13197,4695,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,278,17,1,2019,13197,2931,1.0,0.0,0.0,0.0,0.0,5
4.5,4.267030385693718,466,17,2,2019,13197,789,0.0,0.0,0.0,0.0,1.0,4
3.7777777777777777,4.267030385693718,320,17,9,2019,13197,1492,0.0,0.0,0.0,1.0,0.0,4
4.0,4.267030385693718,394,17,2,2019,13197,4406,0.0,0.0,1.0,0.0,0.0,4
3.333333333333333,4.267030385693718,23,17,3,2019,13197,1674,0.0,0.0,0.0,1.0,0.0,3
3.6666666666666665,4.267030385693718,71,17,3,2019,13197,4445,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,351,17,2,2019,13197,3712,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,199,17,1,2019,13197,2147,0.0,0.0,1.0,0.0,0.0,5
4.666666666666667,4.267030385693718,326,17,3,2019,13197,442,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,426,17,1,2019,13197,5005,0.0,0.0,0.0,0.0,1.0,4
4.0,4.267030385693718,20,17,2,2019,13197,4695,0.0,0.0,0.0,1.0,0.0,4
4.0,4.267030385693718,466,17,1,2019,13197,789,0.0,0.0,0.0,0.0,1.0,4
4.0,4.267030385693718,81,17,1,2019,13197,1735,0.0,1.0,0.0,0.0,0.0,4
3.0,4.267030385693718,466,17,3,2019,13197,2003,0.0,0.0,0.0,0.0,1.0,4
5.0,4.267030385693718,23,17,2,2019,13197,1702,0.0,0.0,0.0,1.0,0.0,5
5.0,4.267030385693718,366,17,1,2019,13197,1273,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,351,17,1,2019,13197,2818,0.0,0.0,1.0,0.0,0.0,5
5.0,4.267030385693718,467,17,1,2019,13197,677,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,470,17,1,2019,13197,3334,0.0,1.0,0.0,0.0,0.0,5
5.0,4.267030385693718,314,17,1,2019,13197,5028,0.0,0.0,0.0,0.0,1.0,5
4.0,4.267030385693718,23,17,1,2019,13197,655,0.0,0.0,0.0,1.0,0.0,4
5.0,4.267030385693718,466,17,1,2019,13197,810,0.0,0.0,0.0,0.0,1.0,5
4.666666666666667,4.267030385693718,466,17,12,2019,13197,4501,0.0,0.0,0.0,0.0,1.0,5
3.0,4.267030385693718,466,17,2,2019,13197,4904,0.0,0.0,0.0,0.0,1.0,5
